KEY,METRIC_1,METRIC_2,METRIC_3,METRIC_4,METRIC_5,METRIC_6,METRIC_7,METRIC_8,METRIC_9,METRIC_10,avg_metric
11204447100,0.94,0.05,1892.25,1.23,0.078,0.019,0.014,0.409,163.63,0.0,205.86
11204448200,0.71,0.03,4970.25,1.62,0.076,0.013,0.016,0.409,218.24,0.0,519.14
11204449300,0.75,0.02,6839.29,1.82,0.071,0.022,0.014,0.437,233.88,0.0,707.63
11204450400,1.1,0.03,3893.76,1.68,0.076,0.019,0.016,0.445,253.1,0.0,415.02
11204451500,0.72,0.02,12656.25,2.09,0.071,0.014,,0.431,212.31,0.0,1430.21
11204452600,0.64,0.02,12973.21,0.23,0.067,0.025,,0.417,264.03,0.0,1470.96
11204453700,1.03,0.03,3398.89,6.43,0.076,0.027,,0.425,162.36,0.0,396.59
11204455900,0.57,0.03,3918.76,0.37,0.076,0.018,0.006,0.426,174.37,0.0,409.46
11204457000,0.81,0.02,11620.84,0.88,0.067,0.012,0.01,0.394,295.56,0.0,1191.86
11204458100,0.35,0.03,4816.36,0.18,0.076,0.024,0.015,0.419,205.85,0.0,502.33
11204459200,1.11,0.02,8556.25,3.33,0.068,0.017,0.008,0.429,258.36,0.0,881.96
11204461400,1.0,0.02,6512.49,4.19,0.075,0.028,0.013,0.385,183.34,0.0,670.15
11204462500,1.0,0.05,1772.41,0.99,0.104,0.053,0.034,0.383,94.2,0.0,186.92
11204463600,0.46,0.02,8136.04,6.09,0.07,0.02,0.013,0.417,257.72,0.0,840.08
11204673700,3.2,0.14,50.41,1.32,0.277,0.023,0.009,0.42,2.86,0.21,5.89
11205290800,1.14,0.07,1664.64,1.67,0.093,0.08,0.018,0.484,6.46,0.31,167.5
11205293000,0.26,0.02,2756.25,0.21,0.079,0.034,0.007,0.353,13.23,0.0,277.04
11205294100,0.94,0.02,2745.76,1.02,0.088,0.057,0.014,0.358,11.71,0.0,276.0
11205296300,0.77,0.02,3113.64,0.47,0.087,0.071,0.012,0.341,11.69,0.0,312.71
11205297400,0.95,0.02,3036.01,1.31,0.081,0.04,0.018,0.374,11.87,0.0,305.07
11205299600,0.26,0.02,1989.16,0.51,0.09,0.078,0.018,0.346,8.41,0.0,199.89
11205300700,0.83,0.09,1218.01,2.17,0.091,0.067,0.012,0.48,5.9,0.53,122.82
11205301800,0.84,0.01,19404.49,0.69,0.079,0.023,0.0,0.423,15.28,0.0,1942.18
11205302900,0.4,0.01,22350.25,1.67,0.079,0.017,0.014,0.429,18.05,0.0,2237.09
11205305100,0.87,0.06,2550.25,1.36,0.092,0.056,0.005,0.468,8.21,0.0,256.14
11205306200,0.58,0.02,2490.01,0.62,0.071,0.025,0.007,0.379,18.63,0.0,251.03
11205307300,0.4,0.02,1909.69,1.6,0.073,0.03,0.009,0.348,17.92,0.0,193.01
11205308400,0.72,0.03,1436.41,0.85,0.063,0.022,0.009,0.369,16.39,0.0,145.49
11205311700,0.69,0.02,2061.16,0.81,0.067,0.021,0.003,0.361,10.87,0.0,207.4
11205312800,0.99,0.02,2265.76,1.98,0.08,0.041,0.008,0.355,11.86,0.0,228.11
11205381000,0.38,0.11,702.25,0.82,0.036,0.154,0.009,0.432,3.82,0.0,70.8
11205823200,4.01,0.19,28.09,5.59,0.29,0.026,0.009,0.368,2.59,0.0,4.12
11206090500,2.38,0.13,60.84,1.16,0.204,0.016,0.003,0.402,2.32,0.0,6.75
11206805500,3.93,0.15,42.25,6.93,0.292,0.02,0.012,0.308,3.52,0.0,5.74
11208621600,6.09,0.26,14.44,0.51,0.369,0.022,0.005,0.45,1.48,0.22,2.38
11208624900,5.36,0.12,75.69,14.05,0.477,0.011,0.005,0.458,2.91,0.0,9.91
11210592800,0.25,0.1,13900.41,1.62,0.063,0.137,0.02,0.432,10.09,0.16,1391.33
11210613700,0.55,0.04,8968.09,0.6,0.055,0.073,,0.348,9.89,0.0,997.74
11210614800,0.72,0.04,10588.41,1.21,0.056,0.077,0.019,0.325,11.73,0.0,1060.26
11210615900,0.97,0.08,2265.76,0.82,0.068,0.119,0.013,0.398,5.08,0.0,227.33
11210617000,0.7,0.28,201.64,0.41,0.079,0.125,0.01,0.806,1.48,0.31,20.58
11211481600,2.13,0.72,70.56,0.41,0.046,0.071,,0.408,2.84,0.45,8.63
11211489300,2.79,0.6,102.01,3.94,0.071,0.046,0.012,0.339,2.91,0.5,11.32
11211490400,2.46,0.13,2070.25,11.47,0.261,0.009,,0.324,2.12,0.0,231.89
11211513500,3.18,0.22,81.0,2.34,0.211,0.028,0.007,0.382,1.46,0.3,8.91
11211524500,3.96,0.22,82.81,3.51,0.215,0.023,0.006,0.43,1.16,0.14,9.25
11211558600,1.74,0.19,27.04,0.82,0.134,0.015,0.004,0.322,5.09,0.33,3.57
11216951900,1.2,0.21,196.0,0.0,0.139,0.285,0.061,0.347,2.67,0.0,20.09
11218214700,2.24,0.66,82.81,5.57,0.087,0.089,0.006,0.443,1.16,0.11,9.32
11220795300,9.09,0.77,60.84,8.97,0.215,0.028,0.007,0.391,0.6,0.14,8.11
11221534500,3.65,0.05,400.0,17.57,0.63,0.004,0.004,0.407,0.0,0.0,42.23
11221538900,3.35,0.1,94.09,3.67,0.494,0.023,0.066,0.321,0.0,0.0,10.21
11221547700,7.85,0.32,9.61,11.46,0.37,0.1,0.071,0.295,0.27,0.0,3.03
11224662900,1.44,0.25,580.81,1.72,0.079,0.103,0.029,0.334,5.04,0.67,59.05
11224687100,0.99,0.04,27489.64,3.52,0.068,0.071,0.02,0.342,6.07,0.0,2750.08
11224786100,9.48,0.53,3.61,5.23,0.285,0.029,0.01,0.397,2.13,0.45,2.22
11237035700,1.55,0.29,110.25,0.15,0.087,0.112,0.02,0.585,4.28,0.0,11.73
11237044500,0.92,0.16,38.44,0.52,0.085,0.084,0.014,0.599,4.23,0.0,4.51
11237081900,1.8,0.09,139.24,1.07,0.198,0.017,0.007,0.552,4.0,0.0,14.7
11251608500,3.19,0.1,102.01,8.16,0.295,0.021,0.012,0.388,3.93,0.0,11.81
11253310200,0.92,0.06,1267.36,6.69,0.09,0.034,0.021,0.383,117.64,0.0,139.32
11253311300,6.61,0.18,30.25,10.0,0.369,0.015,0.009,0.483,37.97,0.37,8.63
11253313500,3.95,0.08,141.61,7.65,0.334,0.015,0.008,0.603,47.68,0.0,20.19
11253314600,0.91,0.03,3317.76,2.29,0.079,0.03,0.019,0.4,142.9,0.0,346.44
11253315700,0.98,0.03,4108.81,2.68,0.099,0.047,0.026,0.385,130.41,0.0,424.35
11253316800,6.0,0.14,50.41,2.57,0.372,0.014,0.012,0.455,46.59,0.33,10.69
11253317900,0.94,0.05,1560.25,5.48,0.101,0.037,0.018,0.368,97.0,0.0,166.42
11253320100,3.92,0.11,81.0,16.52,0.344,0.017,0.008,0.539,29.29,0.0,13.17
11253321200,1.26,0.06,1075.84,6.61,0.097,0.038,0.022,0.38,106.65,0.0,119.1
11253324500,1.01,0.03,4678.56,2.73,0.074,0.029,0.015,0.402,174.41,0.0,485.73
11253326700,1.01,0.02,11946.49,0.08,0.066,0.014,0.021,0.426,230.99,0.0,1217.91
11253327800,0.62,0.03,4448.89,5.87,0.071,0.015,0.016,0.437,223.31,0.0,467.93
11253328900,0.94,0.02,7140.25,3.02,0.075,0.025,0.014,0.4,193.78,0.0,733.85
11253330000,0.62,0.03,4382.44,4.64,0.078,0.021,0.013,0.423,173.74,0.0,456.2
11253331100,0.44,0.02,10526.76,2.98,0.069,0.013,0.006,0.425,269.08,0.0,1079.98
11253332200,0.74,0.03,4928.04,6.59,0.073,0.019,0.015,0.432,223.9,0.0,515.98
11253333300,0.27,0.02,11406.24,2.76,0.069,0.019,0.009,0.424,250.81,0.0,1166.06
11253334400,0.99,0.02,6789.76,5.37,0.071,0.018,0.017,0.46,225.42,0.0,702.21
11253335500,0.63,0.02,11837.44,0.6,0.071,0.024,0.028,0.401,234.65,0.0,1207.39
11253336600,0.68,0.03,3481.0,2.19,0.079,0.036,0.017,0.422,173.62,0.0,365.81
11253337700,0.98,0.06,1281.64,1.08,0.097,0.032,0.021,0.397,121.01,0.0,140.53
11253338800,0.62,0.06,992.25,2.72,0.088,0.026,0.017,0.378,136.74,0.0,113.29
11253339900,0.6,0.03,3918.76,0.93,0.081,0.023,0.014,0.413,201.86,0.0,412.27
11253341000,0.38,0.03,4199.04,3.28,0.079,0.031,0.015,0.411,182.37,0.0,438.56
11253342100,1.12,0.04,2460.16,4.8,0.109,0.034,0.018,0.363,143.39,0.0,261.0
11253343200,0.5,0.03,4719.69,1.3,0.081,0.036,0.012,0.404,185.16,0.0,490.72
11253344300,0.91,0.02,9761.44,1.91,0.065,0.022,0.007,0.423,286.98,0.0,1005.18
11253345400,0.89,0.02,11577.76,5.77,0.062,0.03,0.015,0.437,305.63,0.0,1189.06
11253347600,0.65,0.03,5314.41,1.77,0.068,0.022,0.01,0.431,226.1,0.0,554.35
11253348700,0.97,0.02,8190.25,1.55,0.066,0.019,0.023,0.417,298.61,0.0,849.19
11253349800,1.05,0.03,4596.84,3.45,0.076,0.022,0.013,0.402,225.08,0.0,482.7
11253350900,0.57,0.03,5520.49,0.21,0.076,0.018,0.007,0.437,225.56,0.0,574.74
11253352000,0.27,0.03,3492.81,0.94,0.078,0.023,0.011,0.424,188.82,0.0,368.34
11253353100,0.56,0.02,9840.64,4.63,0.069,0.019,0.014,0.421,258.56,0.0,1010.49
11253354200,0.37,0.03,5990.76,3.0,0.076,0.017,0.012,0.399,212.85,0.0,620.75
11253355300,0.45,0.02,10221.21,6.96,0.067,0.008,0.01,0.429,311.14,0.0,1054.03
11253356400,1.17,0.04,3113.64,3.52,0.087,0.023,0.01,0.396,151.68,0.0,327.06
11253357500,0.5,0.02,11664.0,6.74,0.068,0.015,0.013,0.48,275.08,0.0,1194.69
11253358600,0.85,0.03,4006.89,2.2,0.076,0.028,0.011,0.384,161.4,0.0,417.19
11253359700,0.13,0.01,5715.36,2.89,0.058,0.008,0.01,0.449,254.41,0.0,597.33
11253360800,0.38,0.02,9940.09,3.83,0.06,0.01,0.01,0.418,296.24,0.0,1024.11
11253361900,0.67,0.02,11534.76,1.36,0.066,0.015,0.015,0.436,263.47,0.0,1180.08
11253363000,0.54,0.03,4529.29,4.55,0.08,0.019,0.011,0.403,198.58,0.0,473.35
11253364100,0.81,0.03,5944.41,4.17,0.076,0.02,0.014,0.398,190.74,0.0,614.07
11253365200,0.66,0.02,7534.24,4.6,0.071,0.017,0.005,0.409,289.07,0.0,782.91
11253413600,3.41,0.63,2.56,0.89,0.109,0.033,0.006,0.391,0.87,0.17,0.91
11253415800,0.9,0.02,17662.41,3.46,0.068,0.021,0.006,0.38,255.13,0.0,1792.24
11253416900,0.68,0.03,4225.0,2.17,0.084,0.035,0.02,0.427,161.13,0.0,438.96
11253418000,1.02,0.01,21199.36,3.36,0.065,0.017,0.012,0.437,273.78,0.0,2147.81
11253419100,0.39,0.02,13363.36,2.22,0.06,0.021,0.019,0.378,331.13,0.0,1369.76
11253420200,0.64,0.03,3660.25,1.14,0.076,0.016,0.013,0.399,195.3,0.0,385.79
11253421300,0.54,0.03,3612.01,4.8,0.077,0.021,0.013,0.416,181.88,0.0,379.98
11253422400,0.45,0.03,4664.89,2.86,0.079,0.023,0.014,0.403,185.47,0.0,485.42
11253423500,1.17,0.03,3660.25,6.94,0.08,0.029,0.021,0.41,168.83,0.0,383.78
11253424600,0.99,0.03,5715.36,0.16,0.075,0.025,0.017,0.435,231.88,0.0,594.9
11253425700,0.33,0.02,6464.16,5.43,0.076,0.016,0.024,0.418,234.89,0.0,670.54
11253426800,0.87,0.04,2631.69,3.39,0.091,0.043,0.025,0.383,158.0,0.0,279.45
11253427900,0.33,0.02,12476.89,5.76,0.072,0.019,0.01,0.413,206.51,0.0,1269.0
11253429000,1.04,0.03,5387.56,5.82,0.078,0.029,0.017,0.381,180.83,0.0,557.58
11254423400,5.85,0.04,734.41,21.03,0.748,0.008,0.011,0.385,0.0,0.0,76.25
11255539900,1.52,0.12,67.24,0.82,0.168,0.017,0.004,0.603,1.58,0.0,7.21
11255541000,2.19,0.14,1260.25,2.47,0.195,0.019,0.005,0.426,2.67,0.2,126.86
11255542100,1.46,0.1,96.04,0.97,0.163,0.02,,0.329,3.76,0.0,11.43
11255543200,2.06,0.05,420.25,0.93,0.347,0.012,0.006,0.454,2.41,0.0,42.65
11256052500,11.82,0.07,204.49,29.01,0.686,0.058,0.033,0.442,2.58,0.0,24.92
11257174500,0.14,0.02,15450.49,4.11,0.062,0.016,0.009,0.425,313.2,0.0,1576.85
11257177800,0.98,0.02,8519.29,6.35,0.076,0.028,0.013,0.42,186.2,0.0,871.34
11257180000,0.53,0.02,6625.96,0.03,0.07,0.019,0.026,0.423,223.9,0.0,685.1
11257182200,0.36,0.02,13994.89,2.91,0.067,0.017,0.015,0.424,217.64,0.0,1421.63
11257187700,0.22,0.03,3696.64,3.02,0.074,0.016,0.014,0.397,197.75,0.0,389.82
11257188800,0.93,0.02,10342.89,2.01,0.066,0.02,0.011,0.417,249.99,0.0,1059.64
11257189900,0.51,0.03,4678.56,6.66,0.074,0.022,0.017,0.438,215.14,0.0,490.15
11257192100,0.86,0.02,12566.41,2.26,0.072,0.025,0.016,0.447,205.57,0.0,1277.57
11257193200,1.07,0.02,15750.25,0.54,0.065,0.021,0.012,0.412,317.74,0.0,1607.01
11257194300,1.05,0.01,24806.25,6.82,0.056,0.029,0.018,0.399,326.19,0.0,2514.08
11257195400,0.29,0.03,6225.21,5.12,0.076,0.025,0.025,0.402,187.61,0.0,641.88
11257196500,0.31,0.03,5270.76,2.1,0.077,0.019,0.012,0.397,163.9,0.0,543.76
11257198700,0.96,0.02,14957.29,1.68,0.067,0.024,0.009,0.43,261.17,0.0,1522.17
11257199800,0.43,0.03,4942.09,6.87,0.075,0.018,0.009,0.41,239.11,0.0,518.9
11257200900,0.84,0.01,18279.04,3.94,0.063,0.019,0.017,0.438,300.08,0.0,1858.44
11257202000,0.72,0.02,16154.41,5.82,0.063,0.032,0.011,0.443,227.37,0.0,1638.89
11258126000,1.82,0.09,1128.96,15.21,0.286,0.006,0.004,0.322,2.58,0.0,114.93
11260718700,0.62,0.09,1814.76,0.42,0.063,0.103,0.006,0.444,2.78,0.0,181.93
11260781400,0.46,0.07,3410.56,1.11,0.064,0.105,0.009,0.426,3.23,0.0,341.6
11260799000,0.64,0.1,1656.49,1.04,0.066,0.109,0.009,0.435,2.98,0.09,166.2
11260802300,1.31,0.14,835.21,1.41,0.071,0.127,0.011,0.424,2.69,0.12,84.15
11261070700,0.85,0.16,5760.81,10.05,0.092,0.073,0.02,0.3,6.72,0.71,577.98
11264295900,1.24,0.41,852.64,0.37,0.07,0.135,0.015,0.349,3.39,0.31,85.89
11276116500,2.26,0.41,219.04,0.08,0.103,0.083,0.009,0.39,1.96,0.0,22.43
11277748900,1.17,0.04,645.16,7.69,0.312,0.014,0.01,0.569,27.39,0.0,68.24
11277752200,1.5,0.04,635.04,12.77,0.356,0.015,0.009,0.633,41.25,0.0,69.16
11277753300,1.54,0.05,412.09,5.93,0.314,0.01,0.006,0.498,31.42,0.0,45.19
11280640800,0.87,0.38,979.69,1.53,0.065,0.152,0.025,0.365,21.91,0.64,100.56
11280641900,0.97,0.43,767.29,8.02,0.058,0.119,0.017,0.401,15.77,0.6,79.37
11280646300,0.44,0.17,4761.0,4.28,0.044,0.052,0.016,0.329,24.97,0.46,479.18
11280647400,0.87,0.22,3069.16,6.84,0.047,0.058,0.018,0.319,27.22,0.54,310.53
11280648500,0.5,0.17,5256.25,7.55,0.047,0.069,0.028,0.341,36.79,0.7,530.24
11280650700,0.7,0.2,3612.01,0.11,0.045,0.062,0.022,0.332,31.21,0.7,364.54
11280651800,3.27,0.77,240.25,8.52,0.106,0.125,0.033,0.303,5.08,0.8,25.93
11280665000,3.74,0.86,193.21,16.93,0.101,0.097,0.028,0.302,3.78,0.76,21.98
11281086300,0.82,0.19,3819.24,5.13,0.093,0.088,0.012,0.313,7.5,0.83,383.42
11281096200,2.57,0.52,524.41,2.82,0.1,0.086,0.023,0.3,2.89,0.8,53.45
11281098400,3.77,0.86,193.21,8.52,0.106,0.121,0.022,0.304,3.31,0.73,21.1
11281100600,3.66,0.91,174.24,17.25,0.1,0.118,0.026,0.303,3.65,0.75,20.1
11283488700,0.38,0.1,98.01,0.72,0.082,0.05,0.017,0.315,6.86,0.82,10.74
11283490900,1.44,0.14,7867.69,0.31,0.082,0.049,0.014,0.313,7.8,0.79,787.86
11283498600,0.85,0.11,11406.24,1.05,0.046,0.061,0.016,0.325,35.31,0.52,1144.45
11283504100,1.67,0.56,466.56,0.31,0.059,0.14,0.026,0.313,11.54,0.62,48.18
11283505200,0.55,0.14,6922.24,11.2,0.091,0.05,0.011,0.328,7.01,0.6,694.22
11283506300,0.83,0.12,67.24,0.43,0.078,0.037,0.012,0.321,8.51,0.8,7.84
11285469800,2.48,0.3,11.56,1.8,0.14,0.094,0.014,0.462,1.86,0.0,1.87
11285501700,2.96,0.13,57.76,6.36,0.287,0.014,0.009,0.42,4.62,0.0,7.26
11291333900,1.79,0.57,313.29,0.04,0.069,0.049,0.009,0.346,2.67,0.56,31.94
11291335000,1.46,0.24,2500.0,3.65,0.115,0.067,0.007,0.389,1.63,0.0,250.76
11296180500,10.36,0.65,86.49,43.04,0.259,0.031,0.007,0.369,3.05,0.1,14.44
11297006600,1.23,0.23,176.89,2.14,0.082,0.017,0.004,0.408,3.07,0.31,18.44
11299205500,3.4,0.07,196.0,1.04,0.381,0.008,0.007,0.459,41.43,0.16,24.3
11299986500,2.81,0.19,27.04,6.21,0.234,0.014,0.015,0.384,7.11,0.33,4.43
11301496800,0.54,0.11,11513.29,4.58,0.065,0.116,0.018,0.328,15.57,0.29,1153.49
11301497900,1.31,0.24,2500.0,6.82,0.065,0.102,0.015,0.357,12.8,0.17,252.19
11301500100,1.13,0.15,6006.25,6.89,0.07,0.123,0.015,0.417,13.36,0.15,602.86
11301501200,1.06,0.12,9486.76,7.54,0.063,0.097,0.021,0.343,15.69,0.25,951.19
11301502300,0.4,0.15,6146.56,11.26,0.066,0.1,0.021,0.309,19.83,0.09,617.88
11301503400,5.54,0.021,33.64,8.14,0.081,0.153,0.013,0.388,4.54,0.19,5.27
11301504500,0.3,0.12,9331.56,0.73,0.079,0.117,0.01,0.445,5.17,0.0,933.85
11301505600,1.01,0.06,38809.0,4.53,0.072,0.114,0.011,0.341,6.53,0.0,3882.17
11301857600,3.11,0.08,141.61,5.15,0.347,0.021,0.004,0.388,3.63,0.0,15.43
11301898300,2.62,0.19,961.0,2.88,0.166,0.068,0.011,0.331,1.4,0.14,96.88
11302118300,1.56,0.56,466.56,7.43,0.071,0.145,0.012,0.356,5.89,0.28,48.29
11304074100,2.24,0.4,225.0,5.68,0.091,0.03,0.007,0.347,2.98,0.36,23.71
11304737400,1.73,0.25,595.36,5.38,0.101,0.016,0.003,0.317,3.28,0.28,60.67
11304738500,1.86,0.2,930.25,2.57,0.132,0.031,0.004,0.338,2.6,0.39,93.84
11304745100,2.79,0.17,538.24,13.47,0.213,0.008,0.003,0.333,6.34,0.15,56.17
11304746200,1.54,0.21,812.25,3.95,0.157,0.015,0.004,0.329,1.85,0.2,82.05
11304750600,2.25,0.76,62.41,3.09,0.048,0.063,0.005,0.33,1.6,0.32,7.09
11304751700,2.5,0.12,265.69,2.2,0.226,0.012,0.008,0.35,1.91,0.0,27.3
11306944000,1.87,0.06,237.16,6.83,0.25,0.009,0.007,0.406,5.49,0.0,25.21
11306947300,0.81,0.17,870.25,3.8,0.073,0.017,0.008,0.363,3.41,0.51,87.94
11306953900,2.69,0.16,924.16,2.68,0.183,0.015,0.005,0.536,3.54,0.0,93.4
11307348800,4.05,0.014,19.36,0.67,0.063,0.082,0.016,0.362,2.9,0.37,2.79
11307349900,1.28,0.41,94.09,0.37,0.045,0.044,0.007,0.375,2.59,0.38,9.96
11307356500,1.7,0.18,275.56,0.22,0.074,0.015,0.008,0.332,4.33,0.44,28.29
11308104500,1.09,0.3,388.09,0.31,0.053,0.033,0.012,0.359,2.75,0.47,39.35
11308344300,1.62,0.17,34.81,0.18,0.131,0.032,0.006,0.371,3.7,0.0,4.1
11309731400,15.34,0.018,10.89,0.87,0.186,0.037,0.016,0.374,1.55,0.46,2.97
11311572800,3.09,0.37,67.24,3.33,0.142,0.054,0.006,0.336,1.54,0.37,7.65
11317715200,1.65,0.07,1944.81,1.04,0.284,0.019,0.006,0.496,3.99,0.0,195.24
11317717400,0.96,0.05,3124.81,10.22,0.274,0.021,0.006,0.478,4.58,0.0,314.14
11317721800,2.53,0.11,79.21,3.45,0.313,0.036,0.01,0.367,2.56,0.0,8.86
11318403800,1.71,0.34,8.41,0.79,0.092,0.028,0.006,0.356,3.6,0.25,1.56
11318406000,1.85,0.23,18.49,0.52,0.101,0.06,0.007,0.361,4.16,0.0,2.58
11318407100,1.8,0.7,292.41,1.81,0.05,0.097,0.011,0.473,2.69,0.33,30.04
11319914100,0.84,0.21,846.81,1.68,0.05,0.538,0.024,0.448,2.92,0.0,85.35
11320290300,2.37,0.013,56.25,0.06,0.043,0.06,0.007,0.321,1.59,0.3,6.1
11320291400,3.73,0.015,42.25,1.3,0.044,0.051,0.01,0.332,2.03,0.35,5.01
11326288600,3.06,0.29,12.25,3.07,0.213,0.014,0.011,0.387,4.06,0.19,2.35
11346531900,2.78,0.49,146.41,0.36,0.118,0.016,0.004,0.324,1.55,0.25,15.23
11346583600,0.29,0.1,936.36,1.19,0.043,0.05,0.027,0.302,43.32,0.59,98.23
11346584700,0.65,0.16,5990.76,3.28,0.047,0.07,0.027,0.313,35.52,0.57,603.14
11346585800,0.91,0.02,15425.64,1.26,0.05,0.067,0.031,0.632,36.6,0.0,1546.52
11346586900,0.37,0.16,5358.24,7.9,0.048,0.071,0.025,0.319,36.88,0.54,540.46
11346588000,0.83,0.18,4395.69,6.86,0.049,0.078,0.03,0.305,33.58,0.75,443.84
11346618800,1.21,0.25,259.21,0.92,0.076,0.124,0.007,0.76,1.79,0.34,26.47
11346974100,1.6,0.79,1.69,0.28,0.041,0.037,0.017,0.352,2.76,0.46,0.8
11347776000,5.76,0.19,436.81,21.28,0.334,0.006,0.005,0.36,5.44,0.0,47.02
11347804600,1.26,0.09,462.25,0.23,0.192,0.01,0.006,0.361,9.38,0.0,47.38
11347818900,2.35,0.11,334.89,0.39,0.18,0.009,0.007,0.34,7.1,0.35,34.57
11348026800,0.37,0.01,18714.24,4.67,0.227,0.026,0.016,0.709,0.73,0.0,1872.1
11348159900,0.77,0.01,7447.69,5.17,0.206,0.015,0.014,0.628,1.63,0.0,745.61
11348979400,6.25,0.4,912.04,59.68,0.238,0.025,0.006,0.384,2.11,0.16,98.13
11352509300,0.86,0.22,2905.21,3.25,0.045,0.06,0.015,0.333,28.07,0.67,293.87
11352510400,0.77,0.27,1962.49,5.55,0.047,0.084,0.015,0.33,25.19,0.62,199.54
11354685100,1.01,0.1,894.01,0.12,0.069,0.098,0.01,0.382,2.29,0.3,89.84
11354987600,0.83,0.16,5730.49,2.85,0.05,0.078,0.031,0.299,31.83,0.83,576.74
11354988700,1.05,0.14,6889.0,7.74,0.047,0.074,0.023,0.319,36.1,0.87,693.54
11354989800,0.7,0.14,7140.25,6.62,0.045,0.07,0.03,0.307,35.08,0.7,718.39
11354990900,0.86,0.23,2714.41,3.15,0.05,0.075,0.026,0.303,26.83,0.59,274.65
11354992000,1.01,0.2,3782.25,4.85,0.044,0.051,0.019,0.326,30.51,0.62,381.99
11354994200,0.35,0.16,5913.61,2.18,0.045,0.059,0.014,0.359,32.15,0.51,594.94
11354996400,2.54,0.18,31.36,1.63,0.223,0.017,0.009,0.388,6.38,0.16,4.29
11365459600,4.87,0.27,353.44,20.29,0.285,0.029,0.006,0.34,2.45,0.0,38.2
11365460700,3.46,0.59,102.01,12.55,0.119,0.083,0.008,0.354,1.54,0.08,12.08
11369481200,3.24,0.31,166.41,1.11,0.162,0.037,0.005,0.406,1.36,0.25,17.33
11369483400,5.95,0.45,43.56,6.55,0.238,0.031,,0.41,1.8,0.24,6.58
11369484500,4.27,0.49,148.84,3.11,0.134,0.03,0.005,0.351,1.35,0.22,15.88
11369485600,3.89,0.38,108.16,0.06,0.159,0.03,0.005,0.487,1.68,0.21,11.51
11370973900,1.93,0.54,56.25,1.28,0.071,0.043,0.015,0.344,2.63,0.24,6.33
11370976100,1.39,0.35,295.84,1.58,0.079,0.083,0.01,0.398,3.82,0.0,30.35
11370979400,3.16,0.72,275.56,0.08,0.078,0.063,0.013,0.413,5.02,0.15,28.53
11370995900,4.61,0.26,240.25,0.04,0.299,0.026,0.006,0.456,0.77,0.13,24.68
11371020100,7.85,0.35,72.25,1.33,0.343,0.038,0.01,0.714,0.92,0.16,8.4
11371024500,3.74,0.18,492.84,4.36,0.252,0.025,0.009,0.397,5.44,0.0,50.72
11371253300,1.84,0.24,153.76,2.09,0.12,0.01,0.001,0.398,2.09,0.16,16.07
11371319300,2.53,0.14,53.29,3.76,0.274,0.009,0.006,0.466,6.69,0.0,6.72
11371626200,2.74,0.02,3481.0,5.33,0.755,0.003,0.006,0.382,0.0,0.0,349.02
11371681200,2.0,0.42,92.16,2.69,0.079,0.049,0.019,0.366,7.83,0.59,10.62
11371870400,2.61,0.28,12.96,1.08,0.239,0.034,0.015,0.321,3.18,0.0,2.07
11371874800,3.24,0.016,13.69,0.09,0.052,0.132,,0.375,6.47,0.24,2.7
11371877000,1.27,0.35,295.84,4.26,0.055,0.139,0.012,0.341,16.47,0.14,31.89
11371878100,2.02,0.66,82.81,0.59,0.058,0.152,0.011,0.424,11.26,0.18,9.82
11371879200,1.33,0.43,198.81,2.9,0.054,0.136,0.012,0.459,13.92,0.16,21.82
11371880300,1.05,0.18,278.89,0.6,0.052,0.142,0.035,0.323,20.99,0.14,30.24
11371881400,1.01,0.23,171.61,0.98,0.05,0.108,0.015,0.319,16.89,0.14,19.14
11371882500,0.74,0.14,479.61,0.03,0.049,0.102,0.016,0.336,16.04,0.0,49.71
11371883600,1.41,0.28,116.64,0.89,0.051,0.118,0.015,0.328,15.36,0.16,13.53
11371885800,1.08,0.18,4264.09,7.99,0.047,0.095,0.014,0.317,15.76,0.09,428.97
11371886900,1.13,0.23,171.61,2.21,0.055,0.145,0.014,0.429,12.84,0.0,18.87
11371889100,0.99,0.56,114.49,3.61,0.073,0.17,0.016,0.348,7.54,0.12,12.79
11371890200,1.04,0.32,86.49,1.42,0.057,0.151,0.017,0.346,18.53,0.19,10.86
11371891300,2.7,0.8,225.0,1.74,0.07,0.123,0.01,0.397,4.4,0.31,23.56
11371892400,0.4,0.07,216.09,1.16,0.07,0.08,0.005,0.391,12.66,0.0,23.09
11371893500,1.59,0.33,9.0,0.28,0.073,0.109,0.008,0.473,9.01,0.13,2.1
11371894600,0.7,0.13,506.25,0.26,0.069,0.105,0.007,0.516,13.14,0.0,52.12
11371901200,2.09,0.011,31.36,4.33,0.055,0.18,0.012,0.347,2.8,0.32,4.15
11371902300,0.97,0.17,324.0,1.99,0.057,0.172,0.018,0.317,6.02,0.0,33.37
11371903400,1.02,0.27,123.21,0.96,0.058,0.158,0.017,0.465,4.13,0.13,13.04
11371904500,0.78,0.18,282.24,0.69,0.057,0.164,0.024,0.494,4.79,0.0,28.94
11371905600,1.0,0.09,1069.29,1.96,0.05,0.106,0.028,0.312,8.8,0.0,108.16
11371906700,0.95,0.08,171.61,0.16,0.05,0.093,0.02,0.315,6.92,0.0,18.02
11371907800,0.26,0.12,676.0,1.36,0.053,0.13,0.021,0.3,6.21,0.0,68.45
