KEY,METRIC_1,METRIC_2,METRIC_3,METRIC_4,METRIC_5,METRIC_6,METRIC_7,METRIC_8,METRIC_9,METRIC_10,avg_metric
11593787700,0.47,0.03,9063.04,1.1,0.055,0.082,0.008,0.344,5.95,0.0,907.11
11593788800,0.67,0.03,7516.89,1.23,0.05,0.06,0.005,0.346,7.91,0.0,752.72
11593789900,0.85,0.03,10363.24,1.73,0.047,0.037,0.008,0.357,6.68,0.0,1037.3
11593791000,0.27,0.03,10020.01,0.3,0.046,0.043,0.004,0.34,7.28,0.0,1002.83
11593792100,0.97,0.03,8136.04,1.93,0.05,0.051,0.004,0.343,9.43,0.0,814.88
11593857000,2.5,0.12,635.04,2.91,0.27,0.01,0.005,0.418,1.77,0.3,64.33
11593858100,2.75,0.12,600.25,10.92,0.245,0.02,0.009,0.412,1.91,0.08,61.67
11594295900,1.75,0.17,1281.64,7.18,0.188,0.051,0.028,0.365,2.47,0.33,129.42
11594297000,1.61,0.09,4212.01,1.19,0.182,0.032,0.009,0.415,2.65,0.0,421.82
11595465200,1.26,0.09,4225.0,6.6,0.075,0.052,0.024,0.323,50.38,0.33,428.41
11595466300,1.05,0.1,3918.76,8.12,0.064,0.057,0.023,0.324,55.71,0.52,398.47
11595467400,0.5,0.05,12611.29,4.65,0.059,0.036,0.018,0.368,78.23,0.3,1269.55
11595468500,0.39,0.11,2926.81,5.28,0.068,0.026,0.013,0.341,50.92,0.45,298.44
11595469600,0.76,0.11,2916.0,1.63,0.067,0.065,0.028,0.391,47.3,0.51,296.69
11595471800,0.81,0.13,2256.25,4.55,0.072,0.051,0.011,0.403,44.46,0.3,230.7
11595472900,1.1,0.07,7140.25,5.54,0.06,0.04,0.021,0.361,68.13,0.48,721.61
11595474000,0.41,0.08,5625.0,6.18,0.059,0.036,0.016,0.337,68.12,0.54,570.08
11595475100,0.82,0.06,10732.96,3.63,0.057,0.045,0.019,0.351,74.07,0.28,1081.23
11595476200,0.72,0.11,3147.21,6.65,0.065,0.044,0.018,0.33,51.72,0.68,320.75
11595478400,1.06,0.11,3192.25,4.67,0.063,0.038,0.02,0.34,69.63,0.59,326.88
11595479500,1.11,0.1,3943.84,5.57,0.067,0.054,0.014,0.32,47.67,0.4,399.91
11595480600,0.85,0.1,3387.24,7.04,0.063,0.031,0.016,0.333,66.77,0.54,346.3
11595485000,0.61,0.09,4761.0,0.42,0.061,0.037,0.015,0.329,57.57,0.48,482.06
11595486100,0.86,0.08,5944.41,7.22,0.057,0.041,0.021,0.336,66.13,0.65,601.98
11595487200,0.86,0.08,5314.41,2.87,0.06,0.032,0.013,0.329,67.67,0.54,538.69
11595492700,1.24,0.09,4802.49,3.13,0.063,0.04,0.022,0.352,63.21,0.62,487.13
11595493800,1.08,0.09,4199.04,5.74,0.06,0.045,0.017,0.323,51.63,0.68,425.87
11595494900,0.8,0.11,3237.61,2.77,0.065,0.03,0.016,0.328,44.38,0.64,328.67
11595497100,0.6,0.2,894.01,7.91,0.069,0.026,0.016,0.383,50.26,0.66,95.41
11595498200,1.73,0.3,388.09,4.83,0.072,0.056,0.021,0.396,37.4,0.67,43.36
11595499300,0.73,0.14,1814.76,3.66,0.073,0.051,0.012,0.378,38.65,0.51,185.9
11595501500,1.16,0.11,3036.01,5.08,0.072,0.048,0.011,0.325,42.23,0.27,308.53
11595502600,0.65,0.08,5184.0,7.27,0.06,0.046,0.014,0.34,62.41,0.66,525.55
11595503700,0.29,0.09,4006.89,4.44,0.06,0.048,0.019,0.381,64.73,0.61,407.76
11595504800,0.68,0.12,2410.81,5.0,0.067,0.031,0.019,0.323,50.96,0.58,246.86
11595507000,0.52,0.08,5241.76,6.1,0.063,0.051,0.024,0.35,66.4,0.51,531.59
11595508100,0.95,0.09,4057.69,2.77,0.07,0.037,0.017,0.343,44.11,0.26,410.63
11595509200,0.63,0.12,2342.56,4.69,0.075,0.04,0.016,0.361,46.21,0.45,239.52
11595511400,0.45,0.09,4788.64,8.11,0.062,0.038,0.016,0.329,73.65,0.57,487.2
11595512500,1.29,0.13,2162.25,4.63,0.075,0.04,0.022,0.336,41.51,0.51,221.08
11595513600,1.31,0.19,1011.24,5.64,0.071,0.107,0.028,0.336,26.17,0.78,104.59
11595514700,5.94,0.018,11.56,3.92,0.087,0.117,0.025,0.315,14.59,0.47,3.7
11595515800,0.9,0.08,4998.49,5.46,0.069,0.043,0.014,0.33,44.07,0.3,504.98
11595516900,0.42,0.09,4475.61,3.29,0.07,0.046,0.011,0.331,40.78,0.45,452.11
11595518000,0.75,0.11,3192.25,5.05,0.069,0.04,0.012,0.311,41.98,0.54,324.11
11595519100,1.13,0.21,846.81,2.92,0.075,0.054,,0.349,33.5,0.64,98.41
11595520200,0.48,0.1,3624.04,0.55,0.064,0.031,0.016,0.327,63.26,0.67,368.95
11595524600,0.7,0.03,23777.64,0.58,0.047,0.083,0.029,0.326,73.2,0.0,2385.26
11595525700,0.89,0.02,72414.81,1.57,0.038,0.055,0.015,0.336,57.52,0.0,7247.53
11595526800,0.42,0.04,17742.24,2.62,0.05,0.07,0.025,0.322,98.6,0.0,1784.44
11595527900,0.47,0.2,655.36,2.67,0.057,0.102,0.02,0.419,42.85,0.43,70.26
11595529000,0.14,0.08,4395.69,1.65,0.05,0.068,0.022,0.34,56.52,0.0,445.46
11595530100,0.21,0.04,19016.41,1.47,0.042,0.049,0.014,0.316,61.37,0.0,1907.99
11595531200,1.13,0.08,3481.0,1.21,0.046,0.049,0.018,0.312,69.01,0.58,355.34
11595532300,0.62,0.07,4556.25,2.2,0.043,0.058,0.013,0.32,38.35,0.21,459.81
11595533400,0.35,0.07,5490.81,1.64,0.047,0.063,0.011,0.338,97.74,0.0,559.11
11595534500,0.66,0.08,4032.25,1.59,0.053,0.084,0.02,0.357,71.76,0.34,410.72
11595535600,0.23,0.13,1528.81,1.27,0.056,0.125,0.026,0.313,44.44,0.31,157.57
11595536700,0.65,0.06,7327.36,2.12,0.052,0.078,0.022,0.306,76.83,0.0,740.75
11595537800,0.36,0.05,9063.04,0.22,0.048,0.066,0.027,0.327,78.31,0.0,914.24
11595538900,0.32,0.09,2926.81,1.7,0.055,0.095,0.017,0.331,55.67,0.25,298.53
11595540000,0.49,0.08,3708.81,2.33,0.055,0.1,0.017,0.303,58.93,0.16,377.13
11595541100,0.55,0.04,14568.49,0.41,0.053,0.079,0.019,0.321,75.28,0.0,1464.52
11595542200,0.14,0.02,47829.69,0.72,0.039,0.058,0.02,0.345,78.52,0.0,4790.96
11595543300,0.32,0.03,36404.64,1.15,0.049,0.073,0.015,0.326,121.06,0.0,3652.77
11595544400,0.87,0.1,2460.16,0.68,0.057,0.104,0.022,0.43,47.15,0.22,250.98
11595545500,0.32,0.04,16002.25,2.85,0.044,0.077,0.022,0.318,59.33,0.0,1606.53
11595546600,0.19,0.05,11946.49,1.49,0.049,0.081,,0.341,114.9,0.0,1340.4
11595547700,0.9,0.08,3504.64,0.5,0.047,0.061,0.015,0.321,66.29,0.14,357.3
11595548800,0.71,0.14,1332.25,2.77,0.055,0.083,0.017,0.358,47.63,0.38,138.44
11595549900,0.51,0.13,1513.21,0.69,0.056,0.088,0.021,0.302,53.33,0.44,156.88
11595551000,1.14,0.12,1632.16,2.65,0.051,0.073,0.019,0.313,47.09,0.27,168.39
11595552100,0.24,0.09,3237.61,2.67,0.051,0.074,0.03,0.306,61.13,0.31,330.25
11595553200,0.88,0.08,4070.44,0.1,0.046,0.048,0.024,0.317,65.42,0.42,413.78
11595554300,0.86,0.1,2611.21,1.43,0.053,0.067,0.022,0.32,66.17,0.42,268.07
11595555400,0.62,0.09,3445.69,2.05,0.054,0.09,0.019,0.321,60.41,0.26,350.96
11595556500,0.97,0.12,1883.56,2.41,0.055,0.104,0.019,0.319,55.17,0.4,194.31
11595557600,0.25,0.08,4238.01,1.34,0.059,0.106,0.021,0.324,44.8,0.4,428.54
11595558700,1.87,0.87,33.64,0.28,0.065,0.184,0.028,0.311,20.67,0.55,5.85
11595559800,0.82,0.09,3192.25,0.7,0.048,0.041,0.014,0.323,60.58,0.36,325.52
11595560900,0.96,0.04,14280.25,2.11,0.047,0.074,0.013,0.329,90.47,0.0,1437.43
11595562000,0.58,0.03,28832.04,1.24,0.043,0.074,0.034,0.362,97.37,0.0,2893.18
11595563100,0.96,0.07,4448.89,0.17,0.047,0.05,0.016,0.341,79.21,0.27,453.0
11595564200,0.93,0.04,17004.16,2.27,0.052,0.071,0.026,0.334,79.05,0.0,1708.69
11595565300,0.81,0.08,4395.69,2.83,0.052,0.072,0.021,0.308,52.67,0.36,445.29
11596847900,2.57,0.07,1608.01,28.56,0.352,0.018,0.006,0.381,2.31,0.0,164.23
11596850100,3.86,0.21,22.09,6.49,0.215,0.126,0.019,0.335,3.6,0.0,3.69
11596851200,1.15,0.03,8208.36,22.24,0.299,0.005,0.007,0.41,2.16,0.0,823.47
11597331900,0.74,0.08,5685.16,4.5,0.063,0.051,0.027,0.327,58.93,0.64,575.05
11601669200,0.99,0.02,39481.69,1.07,0.04,0.158,0.015,0.405,118.84,0.0,3960.32
11601670300,0.46,0.03,7464.96,0.54,0.042,0.18,0.027,0.315,114.6,0.0,758.12
11601671400,0.63,0.02,20707.21,1.51,0.04,0.123,0.015,0.365,111.9,0.0,2082.18
11601672500,0.86,0.01,52532.64,0.24,0.038,0.104,0.016,0.369,119.09,0.0,5265.34
11601673600,0.58,0.05,3504.64,0.27,0.046,0.206,0.011,0.333,73.49,0.0,357.96
11601674700,0.55,0.06,2470.09,0.11,0.048,0.17,0.017,0.346,83.86,0.0,255.53
11601675800,0.54,0.03,10241.44,0.97,0.037,0.113,0.014,0.352,126.52,0.0,1037.0
11601676900,0.91,0.01,58709.29,0.66,0.04,0.109,0.017,0.371,116.83,0.0,5882.82
11601678000,0.79,0.03,7551.61,1.4,0.039,0.111,0.035,0.334,111.57,0.0,766.59
11601679100,0.02,0.02,29104.36,0.35,0.036,0.093,0.019,0.346,145.7,0.0,2925.09
11601680200,0.33,0.02,38142.09,0.46,0.035,0.111,0.012,0.371,93.97,0.0,3823.74
11601681300,0.12,0.01,41330.89,1.56,0.039,0.111,0.017,0.363,128.91,0.0,4146.2
11601682400,0.29,0.01,60466.81,0.38,0.042,0.117,0.021,0.362,91.89,0.0,6055.99
11601683500,0.14,0.03,12499.24,0.31,0.038,0.086,0.036,0.35,137.73,0.0,1263.8
11601684600,1.0,0.02,25153.96,0.08,0.038,0.095,0.033,0.331,123.49,0.0,2527.9
11601685700,0.13,0.02,18252.01,0.11,0.045,0.12,0.035,0.361,137.28,0.0,1839.01
11601686800,0.65,0.06,2948.49,0.09,0.051,0.215,0.068,0.318,168.03,0.0,311.8
11601687900,0.65,0.02,31790.89,1.25,0.036,0.086,0.012,0.362,175.13,0.0,3196.84
11601689000,0.84,0.02,16848.04,1.5,0.039,0.119,0.025,0.347,123.79,0.0,1697.47
11601690100,0.9,0.04,5535.36,0.45,0.042,0.132,0.036,0.311,119.17,0.0,565.64
11601691200,0.6,0.05,3708.81,0.65,0.042,0.13,0.03,0.327,124.97,0.0,383.56
11601692300,0.87,0.02,15926.44,1.03,0.039,0.107,0.016,0.358,84.59,0.0,1601.35
11601693400,0.47,0.17,295.84,0.8,0.053,0.282,0.031,0.328,46.03,0.22,34.42
11601694500,0.74,0.24,153.76,0.53,0.049,0.239,0.015,0.314,13.74,0.38,17.0
11601695600,0.91,0.01,214369.0,0.03,0.052,0.224,0.024,0.52,20.35,0.0,21439.11
11601696700,0.26,0.01,73062.09,0.45,0.036,0.053,0.009,0.372,122.25,0.0,7318.55
11601697800,1.02,0.01,58418.89,1.65,0.047,0.139,0.019,0.39,105.03,0.0,5852.72
11601698900,0.24,0.02,19628.01,1.02,0.038,0.094,0.031,0.376,148.47,0.0,1977.83
11601701100,0.83,0.02,23901.16,0.01,0.037,0.119,0.033,0.342,139.75,0.0,2404.23
11601702200,0.73,0.01,41575.21,0.33,0.04,0.103,0.024,0.361,125.03,0.0,4170.18
11601703300,0.42,0.02,15750.25,1.32,0.035,0.088,0.034,0.398,153.11,0.0,1590.57
11601704400,0.54,0.03,13924.0,1.17,0.045,0.148,0.025,0.376,129.13,0.0,1405.55
11601705500,0.96,0.02,29825.29,1.13,0.032,0.065,0.024,0.353,163.49,0.0,2999.14
11601706600,0.61,0.01,60172.09,1.62,0.037,0.079,0.03,0.363,126.56,0.0,6030.14
11601707700,0.82,0.03,7992.36,1.1,0.036,0.096,0.034,0.337,117.24,0.0,811.21
11601708800,0.76,0.01,51256.96,1.68,0.038,0.084,0.024,0.357,114.64,0.0,5137.46
11601709900,0.71,0.02,16589.44,0.59,0.044,0.13,0.011,0.357,110.07,0.0,1670.14
11601711000,0.15,0.02,39204.0,0.39,0.039,0.107,0.013,0.364,98.61,0.0,3930.37
11601712100,0.04,0.02,15326.44,0.69,0.041,0.152,0.036,0.389,127.51,0.0,1545.53
11601713200,0.14,0.02,15650.01,1.11,0.041,0.127,0.021,0.337,116.05,0.0,1576.79
11601714300,1.02,0.02,16281.76,0.19,0.041,0.136,0.032,0.351,97.23,0.0,1638.08
11601715400,0.92,0.02,22770.81,1.38,0.04,0.115,0.024,0.35,106.35,0.0,2288.0
11601716500,0.8,0.02,33856.0,0.98,0.039,0.106,0.024,0.364,138.38,0.0,3399.67
11601717600,0.86,0.01,52762.09,0.81,0.042,0.101,0.033,0.364,181.58,0.0,5294.59
11601718700,0.33,0.06,2970.25,0.78,0.05,0.172,0.055,0.333,148.1,0.0,312.01
11601719800,0.61,0.02,37133.29,0.57,0.041,0.101,0.023,0.388,143.26,0.0,3727.83
11601720900,0.88,0.02,22052.25,0.77,0.039,0.097,0.02,0.344,158.71,0.0,2221.31
11601722000,0.34,0.01,49150.89,1.09,0.041,0.058,0.012,0.386,108.44,0.0,4926.13
11601723100,0.97,0.02,17662.41,1.4,0.04,0.069,0.018,0.334,112.58,0.0,1777.78
11601724200,0.75,0.01,45411.61,0.71,0.036,0.073,0.018,0.349,105.8,0.0,4551.94
11601725300,0.08,0.01,46397.16,1.49,0.037,0.085,0.005,0.381,118.12,0.0,4651.74
11601726400,0.16,0.01,44268.16,1.14,0.04,0.098,0.012,0.385,121.43,0.0,4439.14
11601727500,0.24,0.05,3588.01,0.8,0.041,0.107,0.019,0.316,87.2,0.0,367.68
11601728600,0.33,0.02,19237.69,0.54,0.038,0.075,0.023,0.347,142.83,0.0,1938.19
11601729700,0.32,0.02,28493.44,0.84,0.039,0.075,0.009,0.337,106.78,0.0,2860.19
11601730800,0.15,0.02,21550.24,0.81,0.04,0.088,0.012,0.354,119.41,0.0,2167.11
11601731900,0.44,0.02,16978.09,1.64,0.039,0.082,0.02,0.336,93.52,0.0,1707.42
11601734100,0.2,0.02,33014.89,1.13,0.048,0.116,0.009,0.358,77.68,0.0,3309.45
11602065200,5.53,0.19,110.25,8.84,0.397,0.015,0.004,0.39,0.84,0.15,12.66
11610067700,0.3,0.07,829.44,0.16,0.068,0.038,0.008,0.358,68.91,0.2,89.96
11610068800,1.22,0.07,750.76,0.41,0.064,0.037,0.019,0.36,84.58,0.54,83.81
11610069900,0.31,0.07,841.0,1.42,0.063,0.024,0.01,0.339,91.76,0.5,93.55
11610071000,1.07,0.06,1260.25,1.01,0.06,0.024,0.006,0.34,75.22,0.57,133.86
11610072100,0.96,0.08,620.01,0.1,0.079,0.042,0.019,0.381,48.2,0.46,67.03
11610073200,0.75,0.07,852.64,0.18,0.061,0.019,0.006,0.34,74.34,0.7,92.91
11610074300,0.67,0.13,246.49,0.84,0.068,0.029,0.012,0.373,64.58,0.64,31.38
11610075400,1.04,0.06,1190.25,1.35,0.06,0.024,0.007,0.326,98.56,0.58,129.23
11610076500,1.11,0.08,645.16,1.02,0.065,0.029,0.009,0.33,75.44,0.49,72.37
11610077600,1.11,0.05,1918.44,0.62,0.061,0.033,0.006,0.332,97.75,0.0,201.84
11610079800,0.24,0.04,5760.81,1.85,0.084,0.124,0.042,0.506,12.18,0.0,577.59
11610080900,0.83,0.04,7039.21,1.42,0.079,0.088,0.046,0.509,12.27,0.0,705.45
11610082000,1.06,0.03,8611.84,2.3,0.076,0.088,0.047,0.566,19.9,0.0,863.59
11610083100,0.59,0.04,5745.64,0.65,0.08,0.089,0.047,0.502,18.28,0.0,576.59
11610084200,0.39,0.04,5041.0,1.89,0.078,0.089,0.053,0.464,13.13,0.0,505.71
11610085300,0.68,0.07,2106.81,0.23,0.084,0.115,0.037,0.459,10.57,0.0,211.91
11610086400,1.13,0.12,630.01,1.93,0.093,0.132,0.016,0.635,7.27,0.16,64.15
11610087500,0.23,0.08,1383.84,1.08,0.077,0.083,0.019,0.395,14.11,0.0,139.99
11610089700,0.82,0.08,1528.81,3.31,0.079,0.102,0.02,0.514,10.06,0.0,154.38
11610090800,1.06,0.09,1162.81,1.41,0.084,0.104,0.019,0.585,9.36,0.0,117.55
11610091900,0.88,0.08,1391.29,2.74,0.087,0.079,0.033,0.462,12.09,0.0,140.77
11610093000,0.4,0.06,2510.01,0.69,0.082,0.07,0.021,0.395,19.07,0.0,253.08
11610094100,0.49,0.07,1656.49,2.2,0.074,0.06,0.017,0.471,18.84,0.0,167.87
11610095200,0.22,0.07,1857.61,2.59,0.076,0.064,0.025,0.423,16.48,0.0,187.76
11610096300,0.61,0.08,1274.49,1.91,0.076,0.078,0.018,0.589,12.46,0.0,129.03
11610097400,1.17,0.08,1346.89,0.41,0.08,0.072,0.016,0.488,13.19,0.0,136.24
11610098500,0.21,0.04,6099.61,2.64,0.081,0.125,0.048,0.467,13.53,0.0,611.68
11610219500,0.57,0.08,552.25,0.12,0.066,0.031,0.017,0.33,73.63,0.59,62.77
11610220600,1.09,0.07,817.96,0.43,0.062,0.03,0.01,0.32,71.0,0.82,89.18
11610221700,1.02,0.07,734.41,1.27,0.065,0.028,0.009,0.314,87.77,0.67,82.56
11610222800,0.99,0.11,309.76,0.56,0.063,0.028,0.017,0.331,66.16,0.81,37.88
11610223900,0.75,0.07,942.49,0.6,0.062,0.019,0.01,0.328,87.51,0.75,103.26
11610225000,0.96,0.08,630.01,0.86,0.059,0.028,0.006,0.353,79.81,0.7,71.29
11610226100,0.7,0.04,3226.24,0.41,0.058,0.026,0.009,0.334,116.85,0.0,334.47
11610227200,0.32,0.07,795.24,1.38,0.058,0.022,0.012,0.353,80.37,0.8,87.86
11610228300,1.35,0.2,225.0,2.08,0.072,0.04,0.012,0.392,59.38,0.61,28.91
11610229400,0.91,0.07,942.49,1.09,0.066,0.045,0.014,0.351,78.88,0.0,102.39
11610792600,0.72,0.08,2332.89,0.59,0.037,0.087,0.027,0.308,86.35,0.45,242.15
11610793700,0.85,0.06,4422.25,1.1,0.036,0.059,0.022,0.327,92.74,0.0,451.74
11610794800,0.25,0.07,3733.21,2.08,0.037,0.077,0.026,0.321,118.21,0.0,385.43
11610795900,0.56,0.09,2079.36,1.05,0.041,0.118,0.02,0.312,81.83,0.45,216.38
11610797000,0.7,0.07,3192.25,0.33,0.036,0.098,0.011,0.326,81.68,0.41,327.59
11610798100,0.17,0.05,6480.25,0.84,0.035,0.081,0.018,0.312,91.67,0.0,657.34
11610799200,0.81,0.06,3856.41,0.91,0.035,0.078,0.014,0.326,80.39,0.22,393.93
11610800300,0.6,0.06,5270.76,2.31,0.034,0.08,0.016,0.318,99.53,0.07,537.38
11610801400,0.31,0.07,2872.96,0.33,0.041,0.131,0.045,0.309,93.85,0.0,296.8
11610802500,0.69,0.07,3080.25,1.76,0.036,0.072,0.026,0.311,132.94,0.52,321.67
11610803600,1.01,0.28,198.81,0.53,0.047,0.22,0.034,0.323,33.12,0.57,23.49
11610813500,2.82,0.11,702.25,1.32,0.297,0.019,0.004,0.39,1.02,0.0,70.82
11610841000,0.66,0.02,77617.96,2.22,0.044,0.074,0.012,0.358,88.87,0.0,7771.02
11610842100,0.7,0.06,7056.0,1.28,0.059,0.089,0.018,0.318,58.93,0.0,711.75
11610843200,0.85,0.04,12544.0,0.14,0.045,0.051,0.012,0.318,96.89,0.0,1264.23
11610844300,1.02,0.04,14810.89,2.64,0.049,0.062,0.016,0.349,114.06,0.0,1492.91
11610845400,0.73,0.04,14113.44,0.36,0.047,0.085,0.023,0.319,66.33,0.44,1418.18
11610846500,0.55,0.05,11620.84,1.69,0.051,0.063,0.017,0.362,74.66,0.0,1169.83
11610847600,0.4,0.06,6241.0,2.72,0.053,0.089,0.028,0.378,70.24,0.0,631.5
11610848700,0.77,0.05,9525.76,2.72,0.047,0.065,0.024,0.328,91.45,0.0,962.12
11610849800,0.98,0.05,9820.81,2.19,0.051,0.067,0.023,0.315,78.73,0.0,990.32
11610850900,5.79,0.39,650.25,51.79,0.218,0.021,0.005,0.437,2.03,0.23,71.12
11610852000,6.66,0.27,342.25,39.67,0.29,0.014,0.008,0.44,2.96,0.21,39.28
11610856400,3.53,0.34,320.41,2.3,0.167,0.019,0.012,0.403,1.73,0.54,32.95
11610857500,2.5,0.03,888.04,21.95,0.482,0.016,0.008,0.38,3.98,0.0,91.74
11610858600,1.38,0.13,5670.09,0.14,0.098,0.05,0.018,0.315,5.01,0.49,567.77
11610859700,1.86,0.24,1764.0,13.17,0.112,0.062,0.027,0.324,5.04,0.47,178.53
11610860800,2.7,0.12,72.25,6.05,0.272,0.005,0.004,0.364,4.47,0.0,8.62
11610861900,1.25,0.51,60.84,0.97,0.046,0.191,0.019,0.32,17.42,0.62,8.22
11610863000,0.59,0.04,11046.01,1.25,0.03,0.052,0.016,0.315,94.6,0.0,1114.29
11610864100,0.11,0.05,5461.21,1.06,0.034,0.094,0.027,0.314,77.15,0.39,554.04
11610865200,0.27,0.06,4108.81,1.15,0.036,0.09,0.017,0.308,74.4,0.29,418.54
11610866300,0.45,0.06,4830.25,0.15,0.035,0.077,0.027,0.306,75.62,0.33,490.73
11610867400,0.64,0.04,8082.01,0.03,0.034,0.053,0.019,0.319,97.79,0.0,818.09
11610868500,0.71,0.06,4070.44,1.06,0.035,0.073,0.018,0.33,68.01,0.44,414.12
11610869600,0.26,0.05,6577.21,2.25,0.035,0.084,0.015,0.32,58.96,0.0,663.92
11610870700,0.76,0.06,4651.24,0.76,0.034,0.056,0.02,0.317,104.62,0.19,475.81
11610871800,0.75,0.04,8704.89,0.95,0.032,0.073,0.008,0.324,84.02,0.23,879.13
11610872900,0.96,0.12,1156.0,1.96,0.04,0.113,0.022,0.317,55.14,0.56,121.52
11610874000,0.23,0.06,5069.44,2.4,0.033,0.052,0.019,0.329,89.26,0.49,516.23
11610875100,1.0,0.05,6855.84,1.68,0.033,0.066,0.018,0.317,97.5,0.0,695.65
11610876200,1.16,0.13,954.81,1.31,0.041,0.118,0.024,0.305,52.43,0.68,101.1
11610877300,0.56,0.07,3782.25,0.88,0.032,0.053,0.016,0.301,67.94,0.83,385.29
11610878400,0.17,0.07,3069.16,0.54,0.033,0.064,0.02,0.352,74.45,0.7,314.56
11610879500,0.25,0.09,1831.84,0.65,0.038,0.107,0.018,0.345,68.32,0.63,190.23
11610880600,0.84,0.06,4408.96,1.87,0.034,0.048,0.023,0.317,84.77,0.15,449.71
11610881700,0.74,0.05,7361.64,0.77,0.033,0.066,0.023,0.334,118.84,0.0,748.25
11610882800,0.7,0.07,3660.25,2.45,0.034,0.063,0.02,0.308,80.29,0.46,374.46
11610883900,0.62,0.06,3844.0,1.79,0.032,0.064,0.016,0.312,64.77,0.48,391.21
11610885000,0.11,0.07,3398.89,1.61,0.035,0.076,0.017,0.307,84.96,0.52,348.66
11610886100,0.62,0.05,6400.0,2.0,0.034,0.082,0.014,0.322,77.81,0.0,648.09
11610887200,0.9,0.06,3856.41,0.16,0.035,0.097,0.022,0.301,84.83,0.54,394.34
11610888300,0.74,0.06,4542.76,2.34,0.032,0.074,0.016,0.317,77.58,0.53,462.44
11610889400,0.93,0.06,3831.61,0.52,0.033,0.075,0.014,0.317,59.89,0.56,389.4
11610890500,0.59,0.05,6464.16,1.82,0.032,0.061,0.016,0.315,87.05,0.25,655.43
11610891600,0.36,0.06,4844.16,1.38,0.032,0.078,0.021,0.322,92.39,0.43,493.92
11610892700,0.64,0.06,4637.61,0.11,0.033,0.055,0.016,0.331,76.54,0.34,471.57
11610893800,0.65,0.07,2905.21,1.24,0.037,0.097,0.04,0.314,90.77,0.38,299.88
11610894900,0.47,0.04,8949.16,2.44,0.034,0.075,0.02,0.36,95.78,0.0,904.84
11610896000,0.54,0.04,8390.56,1.47,0.032,0.07,0.017,0.337,106.72,0.0,849.98
11610897100,0.81,0.04,9350.89,1.88,0.036,0.101,0.025,0.323,111.98,0.0,946.61
11610898200,0.51,0.06,4369.21,2.02,0.037,0.11,0.033,0.321,120.98,0.0,449.33
11610899300,0.59,0.08,2500.0,0.73,0.04,0.102,0.042,0.31,97.39,0.3,259.96
11610900400,0.58,0.06,4186.09,1.26,0.035,0.066,0.02,0.308,90.39,0.24,427.9
11610901500,0.74,0.08,2798.41,0.65,0.038,0.088,0.032,0.306,109.36,0.13,290.98
11610902600,0.9,0.11,729.0,2.09,0.085,0.068,0.009,0.307,6.66,0.72,73.99
11610903700,0.45,0.08,1339.56,2.09,0.081,0.061,0.01,0.314,7.68,0.57,135.09
11610904800,0.38,0.08,1332.25,2.52,0.074,0.04,0.014,0.318,11.29,0.76,134.77
11610905900,1.11,0.1,817.96,0.61,0.075,0.032,0.01,0.304,8.24,0.86,82.93
11610907000,0.7,0.09,998.56,7.4,0.12,0.055,0.01,0.344,3.83,0.19,101.13
11610915800,0.8,0.32,158.76,0.83,0.055,0.21,0.025,0.365,4.41,0.33,16.61
11610916900,1.23,0.32,158.76,0.41,0.054,0.198,0.023,0.344,5.08,0.49,16.69
11610918000,0.74,0.22,327.61,1.39,0.054,0.189,0.024,0.375,6.53,0.34,33.75
11610919100,0.93,0.21,368.64,0.16,0.054,0.185,0.024,0.361,5.32,0.31,37.62
11610920200,0.38,0.16,630.01,1.22,0.058,0.177,0.029,0.323,6.36,0.23,63.89
11610921300,0.73,0.19,436.81,0.08,0.051,0.188,0.018,0.383,5.4,0.46,44.43
11610922400,0.27,0.15,696.96,2.17,0.051,0.154,0.019,0.328,5.89,0.41,70.64
11610923500,0.24,0.11,1225.0,2.82,0.049,0.149,0.017,0.343,6.91,0.28,123.59
11610924600,1.28,0.18,515.29,1.99,0.053,0.167,0.019,0.357,5.39,0.38,52.51
11610925700,0.99,0.05,404.01,2.27,0.186,0.01,0.013,0.336,6.12,0.0,41.4
11611020300,0.38,0.06,2470.09,0.23,0.042,0.116,0.021,0.328,6.22,0.0,247.75
11611021400,0.76,0.06,2304.0,0.31,0.04,0.114,0.017,0.365,5.44,0.0,231.11
11611022500,0.68,0.04,5595.04,0.09,0.041,0.088,0.016,0.328,7.22,0.0,560.35
11611023600,0.36,0.08,1560.25,0.41,0.049,0.109,0.015,0.351,2.64,0.0,156.43
11611024700,0.07,0.05,4277.16,0.07,0.041,0.09,0.021,0.339,5.51,0.0,428.34
11611025800,0.06,0.03,8262.81,0.45,0.039,0.096,0.035,0.313,8.1,0.0,827.19
11611026900,1.1,0.44,46.24,0.48,0.044,0.12,0.007,0.334,1.68,0.28,5.07
11611028000,0.24,0.14,441.0,0.08,0.045,0.095,0.008,0.481,3.32,0.0,44.54
11611029100,1.33,0.55,30.25,0.24,0.047,0.114,0.007,0.412,1.36,0.21,3.45
11611031300,1.16,0.54,31.36,0.29,0.044,0.119,0.007,0.391,1.5,0.25,3.57
11611032400,0.73,0.07,1697.44,0.51,0.049,0.137,0.005,0.346,3.29,0.0,170.26
11611033500,0.97,0.05,3672.36,0.18,0.035,0.061,0.013,0.345,7.78,0.0,368.18
11611034600,0.7,0.07,2043.04,0.09,0.048,0.128,0.007,0.329,2.41,0.0,204.68
